,Textstelle,Metapher?,Fokus,Rahmen,Annotator,Filename
233," Ebenso ließen sich in dem industriereichen Belgien die herrschenden Bourgoisparteien, nämlich die sogenannten Liberalen und die sogenannte katholische goisparteien, nämlich die sogenannten Liberalen und die sogenannte katholische Partei, die abwechselnd am Ruder waren, erst vor ca. einem Vierteljahrhundert, nachdem gefährliche revolutionäre Bestrebungen beinahe die Oberhand erlangt hatten, dazu herbei, das formelle Verfassungsrecht einigermaßen den tatsächlichen Verhältnissen anzupassen, und von da erst datieren alle die wirt- sächlichen Verhältnissen anzupassen, und von da erst datieren alle die wirtschaftlichen Reformen, die neuerdings auch in Belgien eingetreten sind und schaftlichen Reformen, die neuerdings auch in Belgien eingetreten sind und die vorher vergeblich verlangt worden waren3).",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
234," Die dritte Klasse, der Kern eines jeden Volkes, stellt die Trägheit der Materie dar.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
235," Napoleon I. war 27 Jahre alt, als er 1796 im Feldzug gegen Italien sein Feldherrngenie im strahlendsten Lichte zeigte und der Kriegskunst neue Bahnen wies.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
236," Er hatte eine allzu mangelhafte Kenntnis des Terrains, aus dem er operierte, und anstatt seine Wege diesem anzupassen, mutete er den tatsächlichen Verhältnissen zu, sich seinen Plänen anzupassen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
237," Was den ersten Satz anlangt, so mögen die Fäden, welche die Vergangenheit mit der Gegenwart verknüpfen, unlöslich sein, jedenfalls aber gangenheit mit der Gegenwart verknüpfen, unlöslich sein, jedenfalls aber können sie glücklicherweise nötigenfalls durchschnitten werden; sonst ""erben sich Gesetz' und Rechte wie eine ewige Krankheit fort.""",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
238," Auch der Gesetzgeber, der neue Bahnen eröffnen will, muß originell, d. h. mit weisem Vorbedacht unhistorisch sein.""",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
239," Neue Interessen untergraben das alte Rechtsbewußtsein oder Rechtsgefühl, und wenn die neuen Interessen das Übergewicht erlangt gefühl, und wenn die neuen Interessen das Übergewicht erlangt haben, so wiegt auch ihr Rechtsgefühl schwerer als das der alten, und überwindet dessen Widerstand.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
240," […] und wie es darum zu jener Zeit, als die Anatomie und Pathologie des menschlichen Körpers noch auf tiefer Stufe standen, mit Recht im allgemeinen für unheilvoll und unstatthaft galt, solche operative Eingriffe zu machen, die eine gewaltige Störung in dem lebendigen Maschinenwerk hervorrufen mußten […] werk hervorrufen mußten […]",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
241," Er [der Grundsatz] ist auf geschichtlichem Boden erwachsen und verlangt also, um auf die Gegenwart und Zukunft anwendbar zu sein, die zum Teil sehr schwierige, zum Teil geradezu unmögliche Abwägung der veränderten Verhältnisse. änderten Verhältnisse.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
242," ""Der politische Körper verwendet in beiden Fällen seine meiste Kraft auf die Zunahme von Zähnen und Krallen.""",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
243," In Wirklichkeit sind die Argumente, die dieser einst so tiefgründige Autor gegen die Wehrsteuer vorbringt, objektiv so spinnwebartig schwach und logisch so hinfällig, daß sie beinahe mehr für das Problem der physiopsychologischen Individualentwicklung als für die Frage der Wehrsteuer bemerkenswert sind.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
244," Glücklicherweise hängt jedoch das sittliche Verhalten im großen und ganzen — besondere Fälle sind freilich auszunehmen — viel weniger von der logischen Begründung unserer sittlichen Anschauungen ab, mag diese Begründung eine religiöse oder eine philosophische sein, als vielmehr von Gewohnheit, Beispiel und den im Wirkungskreise, besonders unter den Standesgenossen, herrschenden Ehrbegriffen, die sich durch die konservative Macht der Tradition auch dann begriffen, die sich durch die konservative Macht der Tradition auch dann noch aufrecht erhalten lassen — allerdings nicht ohne allmähliches Abbröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des bröckeln — wenn die sittlichen Grundanschauungen eines Teils, ja selbst des größeren Teils, der Standesgenossen ihnen keine weitere Stütze zu gewähren vermöchten.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
245," ""Solange das Menschengeschlecht seinen Zerstörern größere Bewunderung zollen wird als seinen Wohltätern, muß auch der Durst derung zollen wird als seinen Wohltätern, muß auch der Durst nach Kriegsruhm stets den Fehler der erhabensten Charaktere bilden"",",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
246, Nur aus ihrer [der sozialen Ideen und Reformen] Vermählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale mählung mit dem sozialen Sinn einer Gesellschaft können lebensfähige soziale Neugestaltungen entstehen.,Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
247," ""Mit je weiterem Blick wir die Stoffwelt zu überschauen lernen, je klarer wir das wirkliche Verhältnis bemessen, in welchem der Mensch und sein Handeln zu dem harmonischen Ganzen steht, umsomehr verzwergt und entkleidet sich unser praktisches Ideal, bis nischen Ganzen steht, umsomehr verzwergt und entkleidet sich unser praktisches Ideal, bis wir die Neigung zu der Frage verspüren, ob ein so vergängliches und bedeutungsloses Ereignis in der allgemeinen Ordnung der Dinge, wie die Schicksale der Menschenrasse es sind, die Sehnsucht und die Gefühle noch befriedigen kann, die groß geworden sind an dem Glauben an das Ewige und Gott.""",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
248," Und S. 11: ""Das graue Elend als Massenerscheinung ist verschwunden . . . Von wirklicher Not ist heute weniger zu spüren als vor 50 oder 100 schwunden . . . Von wirklicher Not ist heute weniger zu spüren als vor 50 oder 100 Jahren."" ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
249," Übrigens haben wir bereits im 9. Kapitel (S. 235-240) gesehen, daß einerseits die Rechenmanöver, die sich auf das Glück einer Gesellschaft beziehen, seits die Rechenmanöver, die sich auf das Glück einer Gesellschaft beziehen, mit ebenso unüberwindlichen Schwierigkeiten zu kämpfen haben wie der Versuch, einen Regenbogen zu besteigen, und daß andererseits von dem Aus- such, einen Regenbogen zu besteigen, und daß andererseits von dem Aussichtspunkt, den die Descendenztheorie gewährt, wahrnehmbar ist, daß Glücks- sichtspunkt, den die Descendenztheorie gewährt, wahrnehmbar ist, daß Glücksempfindungen irgendwelcher Gruppe oder Summe von Personen nicht das empfindungen irgendwelcher Gruppe oder Summe von Personen nicht das Ziel der inneren Politik sein können, sondern ausschließlich die Anpassung an die Bedingungen, von denen für das Gemeinwesen der Sieg im Daseinskampf abhängt.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
250," Denn wir sind den Naturgesetzen untertan, und die fragen nicht nach unseren Wahnbegriffen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
251," Wer dem Volk solche Ratschläge erteilt, der rät ihm zu einem Schmerzlosen Selbstmord, und wer ihm die Mittel dazu in die Hand gibt, ist ihm losen Selbstmord, und wer ihm die Mittel dazu in die Hand gibt, ist ihm zum Selbstmord behilflich und macht sich objektiv — bei aller philanthropischen Gesinnung — des größten Verbrechens schuldig. pischen Gesinnung — des größten Verbrechens schuldig. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
252," Der 'Präventivverkehr' zur Volkssitte erhoben, würde die Quelle der nationalen Lebenskraft zu ver- sitte erhoben, würde die Quelle der nationalen Lebenskraft zu verschütten drohen . . . . "" schütten drohen . . . . """,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
253," Es ist klar, daß der Staat an einer möglichst starken Volksvermehrung, soweit dadurch nicht die Lebenshaltung unter ein ungedeihliches mehrung, soweit dadurch nicht die Lebenshaltung unter ein ungedeihliches Maß herabgedrückt wird, ein hohes Interesse hat, nicht nur in militärischer, sondern auch in wirtschaftlicher Hinsicht. tärischer, sondern auch in wirtschaftlicher Hinsicht. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
254," Zur Zeit sind bei uns die Unterschiede in der Lebenshaltung der verschiedenen Volksklassen noch im Wachsen begriffen, und da haltung der verschiedenen Volksklassen noch im Wachsen begriffen, und da diese Besitzklassen nicht durch unübersteigliche Klüfte voneinander getrennt sind, so ist bei jeder — umsomehr, je höher sie schon steht und je ehrgeiziger sie infolgedessen ist — das Bestreben darauf gerichtet, die nächst höhere Lebenshaltung zu erreichen und zwar richtet, die nächst höhere Lebenshaltung zu erreichen und zwar auf Kosten der Fortpflanzung, wenn es nicht anders sein kann.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
255," Sie kann nicht zu weit gehen, denn die nötigen Schranken stellen sich von selbst ein.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
256," Jedoch niemand, der mit Darwins Theorie im allgemeinen einverstanden ist, wird bezweifeln, daß nur die beständige Auslese, die unter verstanden ist, wird bezweifeln, daß nur die beständige Auslese, die unter den höheren Lebensformen in der Natur sich stets vollzieht, sie zum Fortschreiten treibt und daß sie ohne diese Auslese rückwärts gehen würden. schreiten treibt und daß sie ohne diese Auslese rückwärts gehen würden.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
257," Wenn trotzdem die Völker, bei denen auch für die leitenden Personen nur die Monogamie rechtlich giltig war; im allgemeinen zu größerer Blüte gelangten als jene, so ist das vielleicht auch durch die Tatsache zu erklären, daß die Polygynie bei den Machthabern zum Übermaß neigt und ihnen — und durch sie auch ihren Staaten — dann leicht zum Verderben gereicht.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
258," ""Wir behaupten nicht, daß die Bildung der einzige Faktor sei, der die Geburtenziffer verkleinert; sie ist nur einer dieser Faktoren, der, verbunden mit materieller Bequem- ziffer verkleinert; sie ist nur einer dieser Faktoren, der, verbunden mit materieller Bequemlichkeit, mit weniger lebhaften und weniger wahmehmbaren religiösen Gefühlen und mit lichkeit, mit weniger lebhaften und weniger wahmehmbaren religiösen Gefühlen und mit dem heißen Wunsch, in materieller Beziehung auf einen höheren und besseren Fuß zu kommen, solche intellektuelle und moralische Eigenschaften anhäuft, die für eine hohe Geburtenziffer wenig günstig sind . . . . burtenziffer wenig günstig sind . . . . ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
259," Im Mittelalter suchte man verheerende Volkskrankheiten durch Gebete, Bußübungen und Messen zu bekämpfen, und nur sehr langsam brach sich die Auffassung Bahn, daß die Fürsorge für die Gesundheit der Völker eine öffentliche Angelegenheit sei. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
260," Das eine ist eine wirtschaftliche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu liche, das andere eine biologische Unmöglichkeit. Der einzige Weg, der zu nennenswerten Erfolgen führen könnte, wird nicht beliebt, da er noch nie begangen und darum, nur darum, reich an dornigen Schwierigkeiten ist:",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
261, Gelegentlich werfen kleine Zeitungsnotizen kurze Schlaglichter auf dieses traurige soziale Kapitel. ,Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
262," Da nun besonders der studierenden Jugend zu einem sehr großen, wahrscheinlich zum größeren Teil, der kirchlichreligiöse Glaube offenbar nicht erhalten werden kann, und da auch die rein moralische Begründung des Verbotes, sich schon vor der Ehe geschlechtlich zu betätigen, unter der Voraussetzung, daß dadurch niemand geschädigt wird, auf allzuschwachen Füßen steht, so bleibt nur übrig, der mannbar werdenden Jugend die Gefahr mit dem schicklichen Ernst offen darzulegen. Diese Gefahr dürfte dadurch viel von ihrer Stärke verlieren,",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
263," Zwar wird in keiner Versammlung seitens der Vortragenden versäumt, darauf hinzuweisen, wie überaus häufig diese Krankheiten als stille Morgengabe in die Ehe gebracht werden, und beredt pflegt all das Elend geschildert zu werden, das daraus entspringt. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
264," Meine unverhohlene Mißbilligung, die mich schließlich veranlaßte, ihm die Tür zu weisen, hat ihn billigung, die mich schließlich veranlaßte, ihm die Tür zu weisen, hat ihn von der Ausführung seines Vorsatzes nicht abgehalten. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
265," So treten sie ungeheilt in die Ehe, wobei sich mancher wohl an die abenteuerliche Hoffnung klammert, auf die eine oder andere Art die Ansteckung seiner Frau vermeiden zu können, eine Hoffnung, die aber regelmäßig zunichte wird. mäßig zunichte wird.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
266," Alle anderen bedürfen in solchem Falle einer äußeren Instanz, die sich dem unheildrohenden Gang der Dinge hemmend in den Weg stellt. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
267," Will also die neue Gesellschaft die Kenntnis von der großen Verbreitung der Geschlechtskrankheiten popularisieren, so wird sie die Eltern breitung der Geschlechtskrankheiten popularisieren, so wird sie die Eltern sich verlobender und heiratender Mädchen nicht der durch Zerstörung ihrer Unkenntnis entfachten Unruhe hilflos überlassen dürfen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
268," Es wird erst einer Veredlung unseres etwas verkrüppelten Patriotismus, d. h. der Liebe zum angestammten Volk, bedürfen, ehe das öffentliche Gewissen auch nach dieser Seite hin empfindlicher werden wird. wissen auch nach dieser Seite hin empfindlicher werden wird. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
269," Bis heute kann man allerdings das dickleibigste hygienische Kompendium oder Sammelwerk zur Hand nehmen, ohne darin auch nur eine Andeutung von dem Bewußtsein entdecken zu können, daß mindestens das Studium der menschlichen Zuchtwahlverhältnisse zu den Aufgaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krank- gaben einer Wissenschaft gehört, die sich mit der Vorbeugung der Krankheiten zu befassen hat. heiten zu befassen hat.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
270," Schwache sollte garnicht erst in die Gesellschaft kommen. Nicht ihre Besserung, sondern die Verhütung ihrer Existenz sollte der Kriegsruf sein.""",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
271," Doch wenn auch nur wenige Menschen die für manche Fortschritte wünschenswerte Unabhängigkeit des Urteils von Gefühlen besitzen, so ist es doch nicht schwer, der Jugend, die noch keine anderen Anschauungen hat, solche neue beizubringen, die dann Wurzeln in den Gefühlsuntergrund treiben und sich da befestigen. Sie würde bei geeigneter Einwirkung Stammbäume und Erbwerte bald schätzen lernen.",Metapher,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
272," Betreffs der sittlichen Erziehung der Jugend ist darauf hinzuweisen, daß insbesondere das Zentrum und die Partei der Konservativen großes Gewicht auf die religiöse Färbung der Erziehung legen. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
273," Statt vorwiegend auf die Selbstsucht zu appellieren und diese zu nähren, sollten die einflußreichen Sozialdemokraten ihre Ziele ausschließlich durch solche Argumente begründen, mit denen zu beweisen wäre, schließlich durch solche Argumente begründen, mit denen zu beweisen wäre, daß durch die Verwirklichung ihrer Ziele das Gesamtinteresse gefördert würde, und dies müßte auch für sie selbst unablässig den Prüfstein ihrer breiteten und starken Gemeinsinns als Grundlage für die großen Reformen, die sie erstrebt, wenn nicht diese, wie H. Spencer dargetan hat, ganz andere Wirkungen nach sich ziehen sollen, als gedacht wird. ",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
274," Aber nicht nur hinsichtlich des Weges gehen die Anschauungen auseinander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es einander, sondern noch mehr hinsichtlich der letzten Ideale, so sehr, daß es zur Taktik unserer Sozialdemokratie geworden ist, dieses ungeklärte Terrain soviel wie irgend möglich zu meiden. Das aber dürfte bei den Einsichtigeren unter ihnen feststehen, daß Gleichheit des Einkommens, des Ansehens und der Macht undiskutierbare Verzerrungen des Gleichheitsideales sind, welches nur die Beseitigung antisozialer Begünstigungen verlangt, d. h. solcher, die weder in angeborenen Anlagen, noch in persönlich erworbenen Vorteilen (erworben in einem, jedem unter denselben äußeren worbenen Vorteilen (erworben in einem, jedem unter denselben äußeren Vorbedingungen offenstehenden Wettbewerb) bestehen.",Metaphernkandidat,,,GoldStandard,Schallmeyer_Stufe2_Vergleich.tsv
